|,sentence,info_snippets,info_target,info_sentiment_score,info_aspects
17784,"$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ","[""Stock Climbs as Barron's Sees 40% Upside""]",0.517,AAPL,['Stock/Coverage/AnalystRatings/Upgrade']
17793,"Tesla to recall 2,700 Model X SUVs over seat issue https://t.co/OdPraN59Xq $TSLA https://t.co/xvn4blIwpy https://t.co/ThfvWTnRPs","['Tesla to recall 2,700 Model X SUVs over seat issue']",-0.31,TSLA,['Corporate/Risks/Product Recall']
17794,Juniper tumbles on Q1 warning; Cisco also lower $JNPR $CSCO https://t.co/bGvIntk43h,['tumbles on Q1 warning'],-0.366,JNPR,['Corporate/Financial/Financial Results/Earnings/Profit Warning']
17798,"$ATVI ooks pretty bullish for now. from a short-term perspective, it's got a good chance of maybe sliding back to 33.70 #stocks #investing",['pretty bullish for now'],0.323,ATVI,['Stock/Price Action/Bullish']
17805,$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,['a parser buy signal'],0.418,CTRP,['Stock/Price Action/Bullish/Bullish Behavior']
17807,"78 users on Vetr are bearish on Tesla Motors, Inc., indicating a SELL Rating (2 stars) for $TSLA https://t.co/vVpzqCXsNJ",['indicating a SELL Rating'],-0.485,TSLA,['Stock/Coverage/AnalystRatings/Downgrade']
17822,4 beaten-down Internet companies that may be ripe for a #takeover target: #Twitter $TWTR - #LinkedIn $LNKD - #Yahoo! $YHOO - #Groupon $GRPN,['ripe for a #takeover target'],0.129,YHOO,['Corporate/M&A']
17823,"$STX long play, another consistent profit zone.. check it out https://t.co/DQfuzOzYlh https://t.co/ggne4ayzqn",['long play'],0.48,STX,['Stock/Price Action/Bullish/Bullish Behavior']
17831,"$FB trend, hits mid 110's and drops","[""hits mid 110's and drops""]",-0.343,FB,['Stock/Price Action/Bearish/Bearish Behavior']
17833,$PCLN Trying to break daily trend line! Big move could happen https://t.co/gY0aDb2jsQ https://t.co/KPBBCgQ2xy,['Trying to break daily trend line'],0.485,PCLN,['Stock/Price Action']
17840,$FB I've been dead on so far. Such a bloated valuation. https://t.co/czCf8Kbrlt,['Such a bloated valuation'],-0.536,FB,['Stock/Fundamentals']
17845,$TSLA recall model X https://t.co/b7izYa4BuE,['recall model'],-0.347,TSLA,['Corporate/Risks/Product Recall']
17851,"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj","['Recalls 2,700 Model X Vehicles']",-0.336,TSLA,['Corporate/Risks/Product Recall']
17856,Breaking: Tesla recalls all Model X cars  .. details on show now $TSLA,['recalls all Model X cars'],-0.308,TSLA,['Corporate/Risks/Product Recall']
17858,"$QCOM The indicator RSI is over 50, which stands at 56.1, an upward movement is expected. https://t.co/yfa9jcUsQa",['RSI is over 50'],0.387,QCOM,['Stock/Technical Analysis']
17866,Supermarket Stocks Rally as Tesco Plans to Axe Non-core UK Assets $TSCO https://t.co/BmvhcrwREA,['Stocks Rally'],0.248,TSCO,['Stock/Price Action/Bullish/Bullish Behavior']
17869,$TRIP maintains Neutral rating at JP Morgan- PT cut $61 from $66,['maintains Neutral rating'],-0.019,TRIP,['Stock/Coverage/AnalystRatings']
17903,Why Alphabet Inc was just upgraded to buy https://t.co/dEVnLKhqtZ $GOOGL,['was just upgraded to buy'],0.465,GOOGL,['Stock/Coverage/AnalystRatings/Upgrade']
17909,@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,['short into the next 30 days heading into earnings'],-0.308,NFLX,['Stock/Price Action/Bearish/Bearish Behavior']
17925,Added more $BBBY @jimcramer is wrong about this one. Still a very profitable merchant with profitable stores,['Added more'],0.557,BBBY,['Stock/Price Action/Bullish/Bull Position']
17952,Added long at friday close  $SPY $LABU $BLUE $AMZN,['Added long at friday close'],0.513,SPY,['Stock/Price Action/Bullish/Bull Position']
17956,"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC","['Another Sell Rating, Sell Ratings On']",-0.513,BAC,['Stock/Coverage/AnalystRatings/Downgrade']
17962,long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,['long'],0.488,TWTR,['Stock/Price Action/Bullish/Bull Position']
17977,Costco: A Premier Retail Dividend Play https://t.co/J3UhTs022M $COST,['Dividend Play'],0.463,COST,['Corporate/Dividend Policy']
17994,Pivotal Research upgrading $GOOGL to buy.  https://t.co/LSahepdqhD    #stocktrading,['Pivotal Research upgrading $GOOGL to buy'],0.512,GOOGL,['Stock/Coverage/AnalystRatings/Upgrade']
18003,Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,['Most bullish stocks on Twitter during this dip'],0.408,YHOO,['Stock/Price Action/Bullish']
18010,$TSLA <STUDY the CHARTS> Pullback_Time https://t.co/ZMDG0fb3I7,['study the charts'],-0.3,TSLA,['Stock/Technical Analysis']
18011,#Tesla Model S deliveries are up 35% in Germany - record deliveries in March [Chart] https://t.co/yCnClcBImV  $TSLA,['deliveries are up 35% in Germany - record deliveries in March'],0.365,TSLA,['Corporate/Sales']
18014,"Last month we added to our $GILD position and started a new one in $BWLD We see slow, steady, unspectacular growth going forward near term","['We see slow, steady, unspectacular growth going forward near term']",0.422,GILD,['Stock/Fundamentals']
18047,"$TSLA lots of green on the 5 min, watch the hourly $259.33 possible resistance currently @ $257.00",['lots of green on th 5min'],0.318,TSLA,['Stock/Technical Analysis']
18050,$AMGN And #UCB Announce Positive Top-Line Results From Ph3 Study Evaluating Romosozumab In Men... https://t.co/4hBoUDR8B8 via @YahooFinance,['Positive Top-Line Results'],0.47,AMGN,['Corporate/Sales/Sales']
18061,Sold some $TSLA Puts this morning Closed them at the close. Helps pay for monthly expenses,['Sold some $TSLA Puts this morning'],-0.043,TSLA,['Stock/Price Action/Bearish/Bear Position']
18075,Windows 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft,['is awful why did it force an upgrade on my pc without my consent?'],-0.49,MSFT,['Corporate/Risks/Product Flaws']
18077,$EXPE working on the second leg of its reversal run as it breaks another down trend and continues higher. https://t.co/76DSJysyR0,['breaks another down trend and continues higher'],0.536,EXPE,['Stock/Price Action/Bullish/Bullish Behavior']
18078,"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action","['not getting follow through, either side of price action']",0.469,ENDP,['Stock/Price Action']
18088,$CTRP not a bad long chart now that it's through sma100 resistance.,"[""it's through sma100 resistance""]",0.498,CTRP,['Stock/Technical Analysis']
18096,$ENDP Was looking for a long entry but today's price action wasn't appealing,"[""oday's price action wasn't appealing""]",0.034,ENDP,['Stock/Price Action/Bearish/Bearish Behavior']
18097,"$INTC & $AAPL strong, tech leads DOW higher","['strong, tech leads DOW higher']",0.588,INTC,['Stock/Price Action/Bullish/Bullish Behavior']
18100,$CTRP breaking out https://t.co/Z2je3rTKch,['breaking out'],0.364,CTRP,['Stock/Price Action/Bullish']
18107,$CSX another strong rail today after breaking intraday resistance at 1$9.80 https://t.co/eA4FBVuqGP,['strong rail today after breaking intraday resistance'],0.468,CSX,['Stock/Price Action/Bullish/Bullish Behavior']
18124,loading $SPY and $AAPL puts. think were toppy IMHO.,['think were toppy'],-0.537,SPY,['Stock/Price Action/Bearish']
18126,bot $AMZN 600 weekly calls here @ 5.93,['bot $AMZN 600 weekly calls here'],0.659,AMZN,['Stock/Price Action/Bullish/Bull Position']
18143,$FB watching for bounce tomorrow,['watching for bounce tomorrow'],0.366,FB,['Stock/Price Action/Bullish']
18145,#Fintech provider $CAFN Cachet Financial Solutions Surging Forward today post earnings Up +13.26% https://t.co/9BJ3csk2i9 $JKHY $FISV #Momo,['Surging Forward today post earnings'],0.418,CAFN,['Corporate/Financial']
18151,"Really surprised by how much $FB has now fallen. Thought there'd be some support around the 50d, but I guess not.","[""hought there'd be some support around the 50d, but I guess not.""]",-0.334,FB,['Stock/Price Action/Bearish']
18152,$tsla bad day to short,['bad day to short'],0.45,TSLA,['Stock/Price Action/Bullish']
18154,"$TSLA TO RECALL 2,700 MODEL X SUVS FOR SEAT-BELT FIX","['RECALL 2,700 MODEL X']",-0.235,TSLA,['Corporate/Risks/Product Recall']
18164,5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,['Analyst Rated Stocks'],0.509,ORCL,['Stock/Coverage/AnalystRatings']
18169,Bought some more $CELG as it is ready for a bounce.,['Bought some more'],0.628,CELG,['Stock/Price Action/Bullish/Bull Position']
18170,Analysts impressed with progress at Tesla's flagship factory; co spent $1.6B on upgrades in '15 https://t.co/SABxCSn8cd by @tsrandall $TSLA,['Analysts impressed with progress'],0.474,TSLA,['Stock/Coverage/AnalystRatings']
18180,"$CELG back near 104, where it opened and rallied higher last wk. A good place to take a shot https://t.co/zwHThSvFSF",['A good place to take a shot'],0.465,CELG,['Stock/Price Action/Bullish']
18185,$AMZN new HOD with conviction keeping $570 on watch for Resistance.,['new HOD with conviction'],0.529,AMZN,['Stock/Price Action/Bullish/Bullish Behavior']
18186,$FB  rejecting HIGHS shortable...at 109,['rejecting HIGHS shortable'],-0.387,FB,['Stock/Price Action/Bearish']
18196,"$CSX is up today to report.  Wall Street is expecting EPS to be at $0.37, and revenues at $2,732B.",['Wall Street is expecting EPS to be at'],0.461,CSX,['Corporate/Financial/Financial Results/Earnings']
18206,$FB turns back down in early trading.... https://t.co/reuf5PzhBm,['turns back down in early trading'],-0.393,FB,['Stock/Price Action/Bearish/Bearish Behavior']
18207,Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains. Still holding $FB 110 calls. Week made in a morning.,['Week made in a morning.'],0.471,FB,['Stock/Price Action/Bullish']
18211,"$FAST $GWW - daily sales slowing again, pretty timely coincident indicator https://t.co/m6BKHBkzK5",['daily sales slowing again'],-0.105,GWW,['Corporate/Sales']
18213,"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/xDGrAExkKz","['recalls 2,700 Model X SUVs']",-0.367,TSLA,['Corporate/Risks/Product Recall']
18217,"SiriusXM added 465,000 net new subscribers in the first quarter of 2016 $SIRI #CEO #sales #marketresearch #tech #entrepreneur #Speaker","['added 465,000 net new subscribers in the first quarter']",0.466,SIRI,['Corporate/Sales']
18218,5-star analyst @brianwieser from Pivotal Research upgraded rating on $GOOGL to BUY. Brian has a 79% success rate https://t.co/t0dn02EOH5,['upgraded rating'],0.561,GOOGL,['Stock/Coverage/AnalystRatings/Upgrade']
18219,Long $ENDP @ $26.23 on $AGN b/o rumor,['Long'],0.57,ENDP,['Stock/Price Action/Bullish/Bull Position']
18226,"You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC","['Tesla recalls 2,700 Model X cars']",-0.319,TSLA,['Corporate/Risks/Product Recall']
18229,This $BBBY stock options trade would have more than doubled your money https://t.co/Oa0loiRIJL via @TheStreet,['options trade would have more than doubled your money'],0.294,BBBY,['Stock/Options']
18237,X marks the recall: Tesla recalls #ModelX for faulty 3rd row seat. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB,['recalls #ModelX for faulty 3rd row seat'],-0.26,TSLA,['Corporate/Risks/Product Recall']
18250,$STX move off the bottom but still in bear market #datasecurity $EMC $SNDK $WDC https://t.co/VkYdWPxeSN,['move off the bottom but still in bear marke'],-0.421,WDC,['Market/Market']
18259,$VRTX early technical BUY signal... for confirmation > 86 it needs some fundam. incentive https://t.co/QuYSrqFo2x,['early technical BUY signal'],0.464,VRTX,['Stock/Signal/Buy Signal']
18272,$FB (110.20) is starting to show some relative strength and signs of potential B/O on the daily.,['starting to show some relative strength and signs of potentia'],0.334,FB,['Stock/Price Action/Bullish/Bullish Behavior']
18275,"@CGrantWSJ I think this $TSLA bubble might go on for some time. So long as ppl love the cars, they might keep getting funding.",['bubble might go on for some time'],0.424,TSLA,['Stock/Price Action/Bullish']
18285,$SBUX heading for the 200DMA and certain doom if it can not hold there.,['heading for the 200DMA'],-0.437,SBUX,['Corporate/Technical Analysis']
18307,$AMZN long into earnings. looks good over 600,['long into earnings. looks good over 600'],0.613,AMZN,['Stock/Price Action/Bullish/Bull Position']
18312,$GOOGL is a short below 740 into the upper BB and is overbought,['is a short below 740 into the upper BB and is overbought'],-0.48,GOOGL,['Stock/Technical Analysis']
18313,Timberrrr $TSLA https://t.co/MRBgfDHHVa,['Timberrrr'],-0.562,TSLA,['Stock/Price Action']
18323,Interest Heats Up for @Yahoo $YHOO - The Wall Street Journal  https://t.co/j5jVjI9bia,['Interest Heats Up for'],0.413,YHOO,['Corporate/Rumors/Rumors']
18340,"Tesla Recalling 2,700 Model X Units, Related to Faulty Latch for Third-Row Seats; Fall To $252.50 Level on Recall, Shares Up 1%  $TSLA","['Recalling 2,700 Model X Units']",-0.385,TSLA,['Corporate/Risks/Product Recall']
18349,Commented on It's Time To Embrace Dividend Growth https://t.co/wc2qfP79TN $ABBV $CSCO $WYN,['Embrace Dividend Growth'],0.284,WYN,['Corporate/Dividend Policy']
18351,Word on the street is that Allergen is looking at Endo International after the failed Pfizer merger. May-20 $35 calls active. $ENDP,['Word on the street is that Allergen is looking at Endo International'],0.472,ENDP,['Corporate/M&A/Proposed Merger']
18354,$SBUX inverted head & shoulders pattern in the works. bullish.,['inverted head & shoulders pattern in the works'],0.572,SBUX,['Stock/Technical Analysis']
18361,I see a 20 percent upside in $FB shares from here,['I see a 20 percent upside'],0.589,FB,['Stock/Price Action/Bullish']
18370,long $AAPL,['long'],0.648,AAPL,['Stock/Price Action/Bullish/Bull Position']
18383,$FB popping up to HOD,['popping up to HOD'],0.446,FB,['Stock/Price Action/Bullish/Bullish Behavior']
18391,$TSLA yeah lets go down to 230s lol,['yeah lets go down to 230s lol'],-0.355,TSLA,['Stock/Price Action/Bearish/Bearish Behavior']
18420,#NDX component Tesla has announced it is recalling 2700 Model X SUVs. $TSLA,['announced it is recalling 2700 Model'],-0.221,TSLA,['Corporate/Risks/Product Recall']
18421,$YHOO making new HOD,['making new HOD'],0.442,YHOO,['Stock/Price Action/Bullish/Bullish Behavior']
18424,"Daily Mail owner considering Yahoo bid $yhoo ,up 2,05% https://t.co/extZr1riyP",['Daily Mail owner considering Yahoo bid'],0.288,YHOO,['Corporate/M&A']
18449,$PCLN Back to Back intraday reversals look out below. Shorts moving in!,['Shorts moving in!'],-0.53,PCLN,['Stock/Price Action/Bearish']
18471,$PYPL great vol flow trade here.. Love this company long time.,['great vol flow trade here'],0.408,PYPL,['Stock/Price Action/Bullish']
18479,$ISRG PT raised to $700 from $640 at Leerink - keeps Outperform rated,['keeps Outperform rated'],0.489,ISRG,['Stock/Coverage/Stock Coverage']
18483,Long $TSLA short $MBLY https://t.co/jSpUSzo6na,['ong $TSLA short $MBLY'],0.607,TSLA,['Stock/Price Action']
18486,"$TSLA recalls 2,700 Model X cars. Stock dropping hard...","['recalls 2,700 Model X cars']",-0.626,TSLA,['Corporate/Risks/Product Recall']
18488,$AAPL - Has broken its downtrend - but 200DMA proving to be stiff resistance short term. https://t.co/VlzlgvIHZV,['Has broken its downtrend'],0.222,AAPL,['Stock/Price Action/Bullish']
18492,"potential defect with third-row seat belts. Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/YVYDncdNdi",['potential defect with third-row seat belts. Tesla Motors recalls'],-0.366,TSLA,['Corporate/Risks/Product Recall']
18500,Netflix Grows Efforts To Create Loyal Customers $NFLX https://t.co/5QXBkoBphe,['Grows Efforts To Create Loyal Customers'],0.225,NFLX,['Corporate/Strategy']
18504,"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI","['recalls 2,700 Model X SUVs']",-0.307,TSLA,['Corporate/Risks/Product Recall']
18517,$FB $AAPL $NKE $JWN bearish charts keep getting worse.,['bearish charts keep getting worse.'],-0.619,NKE,['Stock/Technical Analysis']
18527,"Apple expected to launch new iPhone, iPad today $AAPL https://t.co/XfnICWeBeG",['Apple expected to launch new iPhone'],0.264,AAPL,['Corporate/Strategy/New Product']
18542,$TSLA stock gaining steam... Plus other notable moves from this week: https://t.co/Hz0wdp5za1,['stock gaining steam'],0.349,TSLA,['Stock/Price Action/Bullish/Bullish Behavior']
18549,$GILD  is expanding its research facilities...keeping up with the pace of innovation  https://t.co/uOE7FJ4LOP,['expanding its research facilities...keeping up with the pace of innovation'],0.297,GILD,['Corporate/Strategy']
18561,"$ENDP - we saw a large order in this one last week, someone also accumulating May & Jun 35's Calls today","['we saw a large order in this one last week, someone also accumulating']",0.613,ENDP,['Stock/Price Action/Bullish/Bullish Behavior']
18562,TripAdvisor jumps on M&A rumors https://t.co/O4lwCDXMbr $TRIP,['jumps on M&A rumors'],0.47,TRIP,['Corporate/M&A']
18564,Seat belt recall? who cares....  I'm a buyer $TSLA,['Seat belt recall'],0.598,TSLA,['Corporate/Risks/Product Recall']
18581,$FB gettin in the buy zone soon ;),['gettin in the buy zone soon ;)'],0.361,FB,['Stock/Price Action/Bullish/Bullish Behavior']
18616,Starbucks downgraded on same day as new downgraded rewards program starts  $SBUX,['Starbucks downgraded'],-0.46,SBUX,['Stock/Coverage/AnalystRatings/Downgrade']
18632,"$ADBE technical alerts: Expansion Breakout, Gilligan's Island Sell Setup, Volume Surge, and New 52... https://t.co/LxX66tknFH",['technical alerts'],0.208,ADBE,['Stock/Technical Analysis']
18635,"$AAPL a new long IF 110.61 is broken. Targets are 112.19, 119.86 & 123.82. Bears must retake 102.77. $QQQ $NQ_F $NDX https://t.co/6l3m1wXChw",['a new long IF 110.61 is broken'],0.172,QQQ,['Stock/Signal/Buy Signal']
18652,Thank you $GOOG (Google Alphabet) and $FB (Facebook) stocks! What a nice reversal.,['What a nice reversal.'],0.318,GOOG,['Stock/Price Action']
18672,"Tesla Motors recalls 2,700 Model X SUVs https://t.co/BFWS3DbM0U $TSLA","['recalls 2,700 Model X SUVs']",-0.424,TSLA,['Corporate/Risks/Product Recall']
18676,"$AAPL bounces off support, it seems",['bounces off support'],0.443,AAPL,['Stock/Price Action/Bullish/Bullish Behavior']
18678,Deutsche Bank downgrades Starbucks because of new loyalty program https://t.co/Iy4LCUGABc $SBUX,['Deutsche Bank downgrades Starbucks'],-0.436,SBUX,['Stock/Coverage/AnalystRatings/Downgrade']
18684,$GOOGL gets an upgrade price target $970,['gets an upgrade price target'],0.47,GOOGL,['Stock/Coverage/AnalystRatings/Upgrade']
18692,NetApp downgraded by Macquarie to underperform. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP via @RatingsNetwork,['downgraded by Macquarie to underperform'],-0.574,NTAP,['Stock/Coverage/AnalystRatings/Downgrade']
18707,"Tesla is recalling 2,700 Model X cars: https://t.co/8Z7BkVsTl9 $TSLA","['recalling 2,700 Model X cars']",-0.291,TSLA,['Corporate/Risks/Product Recall']
18708,$fb small long 109.25 via calls,['small long'],0.352,FB,['Stock/Price Action/Bullish/Bull Position']
18712,Commodity Channel Index Indicator signaled a Oversold for $FB #stockmarket https://t.co/VM32d3M9xi https://t.co/cvkojk05Xn,['Indicator signaled a Oversold'],0.324,FB,['Stock/Price Action/Current Price/Oversold']
18724,"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE","['Another Sell Rating, Sell Ratings On']",-0.389,FXE,['Stock/Coverage/AnalystRatings/Downgrade']
18741,ALERT: New RSI signal created on $COST - Buy at 148.78 - Time: 14:19 - Strength: 10. Powered by https://t.co/MhOBzU3Rmx,['New RSI signal created on $COST - Buy at 148.78'],0.497,COST,['Stock/Signal/Buy Signal']
18743,$SAP Q1 disappoints as #software licenses down. Real problem? #Cloud growth trails $MSFT $ORCL $GOOG $CRM $ADBE https://t.co/jNDphllzq5,['Q1 disappoints as #software licenses down'],-0.431,SAP,['Corporate/Financial/Financial Results/Earnings/Financial Results']
18747,$FB gone green on day,['gone green on day'],0.476,FB,['Stock/Price Action/Bullish/Bullish Behavior']
18750,"$AMZN rejected that 604 to the penny. Weak open and it goes r/g within first 30 mins, could have 8-10 points in it. https://t.co/58tEAEXxpE","['Weak open and it goes r/g within first 30 mins,']",-0.229,AMZN,['Stock/Price Action/Bearish/Bearish Behavior']
18766,$GOOGL is setting up above its 50-day moving average. https://t.co/tTm9RnFoXJ,['is setting up above its 50-day moving average'],0.516,GOOGL,['Stock/Technical Analysis']
18784,$FB still a dog going much lower this week,['still a dog going much lower this week'],-0.554,FB,['Stock/Price Action/Bearish']
18800,Academics claim Google Android two-factor authentication is breakable. #security #authentication #hacking $goog https://t.co/nJx4mnrGLo,['Android two-factor authentication is breakable'],-0.309,GOOG,['Corporate/Risks/Hacks']
18819,ALERT: New MACD signal created on $CTXS - Buy at 77.09 - Time: 18:23 - Strength: 10. Powered by https://t.co/4TdgjEDLLZ,['New MACD signal created on $CTXS - Buy at 77.09'],0.49,CTXS,['Stock/Signal/Buy Signal']
18821,$BAC $ADSK $NFLX long this morning,['long this morning'],0.476,NFLX,['Stock/Price Action/Bullish/Bull Position']
18827,Locked in some $FB puts for nice gain,['Locked in some $FB puts'],-0.524,FB,['Stock/Price Action/Bearish/Bear Position']
18832,3rd red day in a row ? $TSLA,['3rd red day in a row ?'],-0.43,TSLA,['Stock/Price Action/Bearish']
18840,Just went long $ILMN,['went long'],0.558,ILMN,['Stock/Price Action/Bullish/Bull Position']
18846,#Apple up almost 20% from its February lows with very little fanfare. $AAPL,['up almost 20% from its February lows'],0.431,AAPL,['Stock/Price Action/Bullish/Bullish Behavior']
18857,$DISH weakness continues again. 49.43 area resistance after last week,['weakness continues again'],-0.41,DISH,['Stock/Price Action/Bearish']
18867,$AAPL iPhone shipments on track to exceed forecasts - MarketWatch https://t.co/2CXahJIX7d,['shipments on track to exceed forecasts'],0.367,AAPL,['Corporate/Sales']
18877,$COST short finally making gains. I will take half my gains at 147,['short finally making gains'],-0.41,COST,['Stock/Price Action/Volatility/Short Selling']
18895,Why $TWTR is doomed in 1 chart $FB $GOOG  https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP,['doomed in 1 chart'],-0.07,GOOG,['Stock/Technical Analysis']
18903,Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9,['The Rip-Roaring Rally Is Just Beginning!'],0.559,AAPL,['Stock/Price Action/Bullish/Bullish Behavior']
18910,"Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time",['Upside moves in the volatile #mining secto'],0.462,AAL,['Stock/Price Action']
18926,"Tesla: Voluntary recall of 2,700 Model X vehicles, due to back seat issue. $TSLA https://t.co/NPAkc3U6GS","['Voluntary recall of 2,700 Model X vehicles']",-0.327,TSLA,['Corporate/Risks/Product Recall']
18932,@scottrade Why is $tsla not available for shorting at this time?  Same for $w?,['not available for shorting at this time?'],-0.528,W,['Stock/Price Action/Volatility/Short Selling']
18945,Deutsche Bank Downgraded Starbucks Co. $SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa,['Deutsche Bank Downgraded Starbucks'],-0.611,SBUX,['Stock/Coverage/AnalystRatings/Downgrade']
18966,Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,['dividend - 3%'],-0.066,GOOG,['Corporate/Dividend Policy']
18981,Juniper tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO,['tumbles on Q1 warning'],-0.556,JNPR,['Corporate/Financial/Financial Results/Earnings/Profit Warning']
18986,Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,['Looking for a strong bounce'],0.521,SPY,['Stock/Price Action/Bullish']
18994,"DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF",['DJI overbought'],-0.296,VZ,['Stock/Price Action/Bearish']
19003,"Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs","['upgrades to outperform, lifts price target']",0.61,TSLA,['Stock/Coverage/AnalystRatings/Upgrade']
19007,$tsla X recall not a big deal... the problem is now they will have an excuse to guide way way lower...,['recall not a big deal'],0.003,TSLA,['Corporate/Risks/Product Recall']
19011,$TSLA not dipping - testing the 200 day ma https://t.co/jEPLmZQKGW,['testing the 200 day ma'],0.281,TSLA,['Stock/Technical Analysis']
19013,"On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.",['looking for a sharp move up in equities'],0.368,LOW,['Stock/Price Action/Bullish']
19015,$JD down 20% in after-hour market. anyone care to explain why?,['down 20% in after-hour market'],-0.551,JD,['Stock/Price Action/Bearish/Bearish Behavior']
19020,Look at that $AMZN > 600,['Look at that $AMZN > 600'],0.326,AMZN,['Stock/Price Action/Bullish']
19031,Yahoo stock is up to $36.46 as the bidding war picks up for the company https://t.co/JDNZXDCMkl $YHOO https://t.co/HmOegfHgvn,['the bidding war picks up for the company'],0.391,YHOO,['Corporate/M&A/M&A']
19052,Starbucks shares down as much as ~4.2% $SBUX https://t.co/JlgrprR54k,['shares down as much as ~4.2%'],-0.383,SBUX,['Stock/Price Action/Bearish/Bearish Behavior']
19072,$AAPL Beat the estimates. Will still go down on lack of new products. https://t.co/sX3z7u6N8o,['Beat the estimates'],-0.248,AAPL,['Corporate/Financial/Financial Results/Earnings/Earnings Beat']
19075,long $AAPL 107 calls @ .40,['long'],0.613,AAPL,['Stock/Price Action/Bullish/Bull Position']
19089,"Facebook, near a buy point last week, faces a different technical test today https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY",['faces a different technical test today'],0.102,NFLX,['Stock/Technical Analysis']
19095,"$SBUX down PM, from $DB downgrade.. PT cut from 70 to $64","['down PM, from $DB downgrade']",-0.531,SBUX,['Stock/Coverage/AnalystRatings/Downgrade']
19099,$EBAY  e-bay bay!  working on a couple daily dojis .. should continue to the downside  https://t.co/lgU0yBxEZe,['working on a couple daily dojis'],-0.441,EBAY,['Stock/Technical Analysis']
19103,Breaking 52 week highs timing looks great now $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU,['Breaking 52 week highs timing looks great now'],0.419,VNET,['Stock/Price Action/Current Price/52-Week High']
19105,$TSLA recalling pretty much every single model X @cnnbrk got to short that even at work you jump in money trade,['ecalling pretty much every single model'],-0.378,TSLA,['Corporate/Risks/Product Recall']
19107,$aapl high of day just hit. Back at it tomorrow.,['high of day just hit.'],0.394,AAPL,['Stock/Price Action/Bullish/Bullish Behavior']
19117,ouch looks like $tsla shorts getting skinned again,['shorts getting skinned again'],0.518,TSLA,['Stock/Price Action/Bullish']
19119,"Qualcomm: 10% Dividend Increase Rewards Patient Investors, The Future Looks Bright https://t.co/TJjVpqhHqD $QCOM",['Dividend Increase Rewards Patient Investors'],0.484,QCOM,['Corporate/Dividend Policy']
19130,Facebook $FB received a Buy rating from Wells Fargo 5-star Analyst Peter Stabler (Wells Fargo) https://t.co/jnB4c9vdCu,['received a Buy rating'],0.456,FB,['Stock/Coverage/AnalystRatings/Upgrade']
